Car Name,Car Webpage,Car Health,Price,Exterior,Interior,Miles,Fuel Type,Fuel Efficiency (mileage),EPA Range,Transmission,Drivetrain,Engine,Location,Listing Status,VIN,Stock Number,Accidents,Owners,Car Title Status,Use Type,Vehicle Last Inspected
2022 Ford Mustang EcoBoost Premium Convertible,https://www.truecar.com/used-cars-for-sale/listing/1FATP8UH4N5103624/2022-ford-mustang/,Used,"$19,997",White,Black,"50,410 miles",Gas,20 city / 27 highway,,Automatic Transmission,RWD,2.3L Inline-4 Gas Inline,"Buena park, CA",Listed 96 days ago,1FATP8UH4N5103624,N103624,0,1,Clean Title,Mixed,1/28/2025
2019 Tesla Model X P100D,https://www.truecar.com/used-cars-for-sale/listing/5YJXCAE41KF155264/2019-tesla-model-x/,Used,"$39,950",Pearl White Multi-Coat,Cream,"71,555 miles",Electric,,289 mi,Automatic Transmission,AWD,L - Electric,"Orange, CA",Listed 25 days ago,5YJXCAE41KF155264,KF155264,0,3,Clean Title,Personal,1/24/2025
2022 Mazda MX-30 EV Premium Plus,https://www.truecar.com/used-cars-for-sale/listing/JM1DRADB0N0100468/2022-mazda-mx-30-ev/,Used,"$16,891",Machine Gray Metallic,Black W/Vintage Brown,"16,971 miles",Electric,,100 mi,Automatic Transmission,FWD,L - Electric,"Costa Mesa, CA",Listed 35 days ago,JM1DRADB0N0100468,P7677,0,1,Clean Title,Fleet,1/10/2025
2022 Chevrolet Silverado 2500HD WT Crew Cab Long Bed 4WD,https://www.truecar.com/used-cars-for-sale/listing/1GC1YLE78NF204506/2022-chevrolet-silverado-2500hd/,Used,"$29,995",Summit White,Jet Black,"103,813 miles",Gas,,,Automatic Transmission,4WD,6.6L V-8 Gas V,"Santa Ana, CA",Listed 42 days ago,1GC1YLE78NF204506,NF204506,0,1,Clean Title,Personal,1/7/2025
2015 Nissan LEAF S,https://www.truecar.com/used-cars-for-sale/listing/1N4AZ0CP0FC328910/2015-nissan-leaf/,Used,"$3,988",Gun Metallic,Black,"75,802 miles",Electric,,84 mi,Automatic Transmission,FWD,L - Electric,"Stanton, CA",Listed 61 days ago,1N4AZ0CP0FC328910,328910,0,3,Clean Title,Personal,12/19/2024
2022 Tesla Model 3 Long Range AWD,https://www.truecar.com/used-cars-for-sale/listing/5YJ3E1EB7NF124032/2022-tesla-model-3/,Used,"$20,999",Pearl White Multi-Coat,Black,"31,673 miles",Electric,,358 mi,Automatic Transmission,AWD,L - Electric,"Newport Beach, CA",Listed 14 days ago,5YJ3E1EB7NF124032,124032,0,1,Clean Title,Personal,12/28/2024
2022 Tesla Model 3 Long Range AWD,https://www.truecar.com/used-cars-for-sale/listing/5YJ3E1EB6NF184142/2022-tesla-model-3/,Used,"$20,999",Pearl White Multi-Coat,Black,"25,701 miles",Electric,,358 mi,Automatic Transmission,AWD,L - Electric,"Newport Beach, CA",Listed 14 days ago,5YJ3E1EB6NF184142,184142,0,1,Clean Title,Personal,12/21/2024
2022 Kia Niro EV EX,https://www.truecar.com/used-cars-for-sale/listing/KNDCC3LG4N5138715/2022-kia-niro-ev/,Used,"$15,450",Snow White Pearl,Charcoal,"47,200 miles",Electric,,239 mi,Automatic Transmission,FWD,L - Electric,"Costa Mesa, CA",Listed 9 days ago,KNDCC3LG4N5138715,N5138715,0,1,Clean Title,Personal,2/5/2025
2013 Nissan Rogue S FWD,https://www.truecar.com/used-cars-for-sale/listing/JN8AS5MT8DW039443/2013-nissan-rogue/,Used,"$5,699",Pearl White,Black,"137,820 miles",Gas,23 city / 28 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Anaheim, CA",Listed 10 days ago,JN8AS5MT8DW039443,null,0,3,Clean Title,Personal,2/8/2025
2015 Jeep Grand Cherokee Laredo 4WD,https://www.truecar.com/used-cars-for-sale/listing/1C4RJFAG5FC196673/2015-jeep-grand-cherokee/,Used,"$14,822",Billet Silver Metallic Clearcoat,Black,"47,107 miles",Gas,17 city / 24 highway,,Automatic Transmission,4WD,3.6L V-6 Gas V,"Costa Mesa, CA",Listed 4 days ago,1C4RJFAG5FC196673,FC196673A,0,1,Clean Title,Personal,2/14/2025
2016 Nissan LEAF SV,https://www.truecar.com/used-cars-for-sale/listing/1N4BZ0CP4GC304860/2016-nissan-leaf/,Used,"$3,988",Brilliant Silver,Black,"59,521 miles",Electric,,107 mi,Automatic Transmission,FWD,L - Electric,"Stanton, CA",Listed 46 days ago,1N4BZ0CP4GC304860,304860,0,3,Clean Title,Fleet,1/3/2025
2017 Jeep Wrangler Sport,https://www.truecar.com/used-cars-for-sale/listing/1C4GJWAG6HL636362/2017-jeep-wrangler/,Used,"$14,995",Bright White Clearcoat,Black,"87,217 miles",Gas,17 city / 21 highway,,Automatic Transmission,4WD,3.6L V-6 Gas V,"Santa Ana, CA",Listed 59 days ago,1C4GJWAG6HL636362,HL636362,0,3,Clean Title,Mixed,12/21/2024
2018 Tesla Model 3 Long Range RWD,https://www.truecar.com/used-cars-for-sale/listing/5YJ3E1EA8JF011224/2018-tesla-model-3/,Used,"$16,955",Pearl White Multi-Coat,Black,"60,632 miles",Electric,,310 mi,Automatic Transmission,RWD,L - Electric,"Costa Mesa, CA",Listed 26 days ago,5YJ3E1EA8JF011224,JF011224,0,1,Clean Title,Fleet,2/17/2025
2018 Chevrolet Cruze LS with 1SB Sedan Automatic,https://www.truecar.com/used-cars-for-sale/listing/1G1BC5SM1J7135762/2018-chevrolet-cruze/,Used,"$7,295",Arctic Blue Metallic,Jet Black,"112,957 miles",Gas,29 city / 40 highway,,Automatic Transmission,FWD,1.4L Inline-4 Gas Inline,"Santa Ana, CA",Listed 19 days ago,1G1BC5SM1J7135762,J7135762,0,2,Clean Title,Fleet,1/30/2025
"2015 Ford Super Duty F-250 XL Regular Cab 137"" RWD",https://www.truecar.com/used-cars-for-sale/listing/1FTBF2A65FEC13463/2015-ford-super-duty-f-250/,Used,"$17,995",Oxford White,White,"75,085 miles",Gas,,,Automatic Transmission,RWD,6.2L V-8 Gas V,"Norco, CA",Listed 280 days ago,1FTBF2A65FEC13463,6614A,0,1,Clean Title,Personal,1/24/2025
2014 FIAT 500e Hatchback,https://www.truecar.com/used-cars-for-sale/listing/3C3CFFGE1ET244822/2014-fiat-500e/,Used,"$6,997",Nero Puro (Straight Black),Black,"59,237 miles",Electric,,87 mi,Automatic Transmission,FWD,L - Electric,"Orange, CA",Listed 87 days ago,3C3CFFGE1ET244822,102190,0,3,Clean Title,Fleet,2/6/2025
2013 Ford F-150 Platinum SuperCrew 5.5' Box 2WD,https://www.truecar.com/used-cars-for-sale/listing/1FTFW1CT7DFD81465/2013-ford-f-150/,Used,"$19,991",Tuxedo Black Metallic,Black Leather,"92,690 miles",Gas,15 city / 21 highway,,Automatic Transmission,RWD,3.5L V-6 Gas V,"Cypress, CA",Listed 4 days ago,1FTFW1CT7DFD81465,37094,0,3,Clean Title,Personal,2/14/2025
2018 Ford Fusion SE FWD,https://www.truecar.com/used-cars-for-sale/listing/3FA6P0HD1JR127618/2018-ford-fusion/,Used,"$8,900",Ruby Red Metallic Tinted Clearcoat,Ebony,"118,621 miles",Gas,21 city / 32 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"GARDEN GROVE, CA",Listed 10 days ago,3FA6P0HD1JR127618,27618,0,2,Clean Title,Personal,2/8/2025
2007 Mercedes-Benz S 550 Sedan RWD,https://www.truecar.com/used-cars-for-sale/listing/WDDNG71X07A067634/2007-mercedes-benz-s-class/,Used,"$7,495",Black,Black,"148,602 miles",Gas,16 city / 24 highway,,Automatic Transmission,RWD,5.5L V-8 Gas V,"La Habra, CA",Listed 1172 days ago,WDDNG71X07A067634,7A067634,0,3,Clean Title,Fleet,1/6/2025
2010 Hyundai Sonata GLS I4 Automatic (PZEV),https://www.truecar.com/used-cars-for-sale/listing/5NPET4AC7AH655385/2010-hyundai-sonata/,Used,"$4,995",Slate Blue,Gray,"112,130 miles",Gas,22 city / 32 highway,,Automatic Transmission,FWD,2.4L Inline-4 Gas Inline,"Buena Park, CA",Listed 9 days ago,5NPET4AC7AH655385,577,0,1,Clean Title,Personal,2/9/2025
2022 Ford Super Duty F-350 XLT Crew Cab 6.75' Box SRW 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FT8W3B60NEF16762/2022-ford-super-duty-f-350/,Used,"$43,999",Oxford White,Medium Earth Gray,"25,845 miles",Gas,,,Automatic Transmission,4WD,6.2L V-8 Gas V,"Fullerton, CA",Listed 32 days ago,1FT8W3B60NEF16762,F16762,0,1,Clean Title,Fleet,1/17/2025
2013 Toyota Prius Plug-in Hybrid Advanced,https://www.truecar.com/used-cars-for-sale/listing/JTDKN3DP5D3038279/2013-toyota-prius/,Used,"$10,998",Winter Gray Metallic,Dark Gray,"108,784 miles",Hybrid,51 city / 49 highway,,Automatic Transmission,FWD,1.8L Inline-4 Hybrid Inline,"GARDEN GROVE, CA",Listed 68 days ago,JTDKN3DP5D3038279,38279,0,2,Clean Title,Personal,12/12/2024
2018 Kia Soul Base Manual,https://www.truecar.com/used-cars-for-sale/listing/KNDJN2A25J7535626/2018-kia-soul/,Used,"$5,900",Shadow Black,Black,"109,800 miles",Gas,24 city / 30 highway,,Manual Transmission,FWD,1.6L Inline-4 Gas Inline,"Santa Ana, CA",Listed 4 days ago,KNDJN2A25J7535626,535626,0,5,Clean Title,Fleet,2/14/2025
2014 Chrysler 200 LX Sedan,https://www.truecar.com/used-cars-for-sale/listing/1C3CCBAG0EN101985/2014-chrysler-200/,Used,"$4,500",Bright White Clearcoat,Black,"103,064 miles",Gas,19 city / 29 highway,,Automatic Transmission,FWD,3.6L V-6 Gas V,"Santa Ana, CA",Listed 5 days ago,1C3CCBAG0EN101985,101985,0,3,Clean Title,Fleet,1/3/2025
2019 Ram 1500 Classic Tradesman Regular Cab 8' Box 2WD,https://www.truecar.com/used-cars-for-sale/listing/3C6JR6DG2KG509145/2019-ram-1500-classic/,Used,"$10,996",Bright White Clearcoat,Diesel Gray/Black,"136,540 miles",Gas,17 city / 25 highway,,Automatic Transmission,RWD,3.6L V-6 Gas V,"Cerritos, CA",Listed 13 days ago,3C6JR6DG2KG509145,KG509145,0,2,Clean Title,Personal,2/5/2025
2021 Hyundai NEXO Blue,https://www.truecar.com/used-cars-for-sale/listing/KM8J74A68MU014880/2021-hyundai-nexo/,Used,"$8,953",White Pearl,Stone Gray,"28,440 miles",Hydrogen,65 city / 58 highway,,Automatic Transmission,FWD,L - Hydrogen,"West Covina, CA",Listed 21 days ago,KM8J74A68MU014880,MU014880,0,1,Clean Title,Personal,1/28/2025
2013 Land Rover Range Rover Sport SC Limited Edition,https://www.truecar.com/used-cars-for-sale/listing/SALSH2E41DA772640/2013-land-rover-range-rover-sport/,Used,"$10,995",White,Beige,"108,431 miles",Gas,12 city / 17 highway,,Automatic Transmission,4WD,5.0L V-8 Gas V,"Orange, CA",Listed 19 days ago,SALSH2E41DA772640,1253oc,0,4,Clean Title,Personal,2/12/2025
2018 Tesla Model 3 Long Range RWD,https://www.truecar.com/used-cars-for-sale/listing/5YJ3E1EA3JF020574/2018-tesla-model-3/,Used,"$18,955",Pearl White Multi-Coat,Black,"47,043 miles",Electric,,310 mi,Automatic Transmission,RWD,L - Electric,"Costa Mesa, CA",Listed 23 days ago,5YJ3E1EA3JF020574,JF020574,0,1,Clean Title,Fleet,2/13/2025
2016 Nissan Altima 2.5 SV,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP8GC148758/2016-nissan-altima/,Used,"$8,000",Gun Metallic,Charcoal,"98,834 miles",Gas,27 city / 39 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Braintree, MA",Listed 89 days ago,1N4AL3AP8GC148758,036,0,2,Theft Recovery,Personal,2/4/2025
2022 Toyota RAV4 XLE AWD,https://www.truecar.com/used-cars-for-sale/listing/2T3P1RFV5NW318895/2022-toyota-rav4/,Used,"$25,991",Ruby Flare Pearl,Ash,"5,806 miles",Gas,27 city / 33 highway,,Automatic Transmission,AWD,2.5L Inline-4 Gas Inline,"Wellesley, MA",Listed 1 day ago,2T3P1RFV5NW318895,RT1928A,0,1,Clean Title,Personal,2/15/2025
2016 Land Rover Range Rover Sport HSE V6,https://www.truecar.com/used-cars-for-sale/listing/SALWR2VF0GA650159/2016-land-rover-range-rover-sport/,Used,"$14,995",Gold,Brown,"93,385 miles",Gas,17 city / 23 highway,,Automatic Transmission,4WD,3.0L V-6 Gas V,"Somerville, MA",Listed 10 days ago,SALWR2VF0GA650159,650159,0,2,Clean Title,Personal,2/8/2025
2014 Toyota Camry 2014 LE I4 Automatic,https://www.truecar.com/used-cars-for-sale/listing/4T4BF1FK5ER398765/2014-toyota-camry/,Used,"$11,995",Silver,Gray,"50,447 miles",Gas,25 city / 35 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Holbrook, MA",Listed 21 days ago,4T4BF1FK5ER398765,null,0,2,Clean Title,Fleet,1/28/2025
2022 Toyota RAV4 LE AWD,https://www.truecar.com/used-cars-for-sale/listing/2T3F1RFV3NW295662/2022-toyota-rav4/,Used,"$16,883",Magnetic Gray Metallic,Black,"161,593 miles",Gas,27 city / 34 highway,,Automatic Transmission,AWD,2.5L Inline-4 Gas Inline,"Danvers, MA",Listed 39 days ago,2T3F1RFV3NW295662,NW295662,0,1,Clean Title,Personal,1/10/2025
"2019 Ram 1500 Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",https://www.truecar.com/used-cars-for-sale/listing/1C6RRFFG3KN890110/2019-ram-1500/,Used,"$26,900",Granite Crystal Metallic Clearcoat,Black,"31,555 miles",Gas,19 city / 24 highway,,Automatic Transmission,4WD,3.6L V-6 Gas V,"Norwood, MA",Listed 82 days ago,1C6RRFFG3KN890110,A00383,0,2,Clean Title,Personal,2/11/2025
2023 Land Rover Defender 90 Carpathian Edition,https://www.truecar.com/used-cars-for-sale/listing/SALEW6EE1P2108050/2023-land-rover-defender/,Used,"$77,400",Carpathian Gray Premium Metallic,Ebony,"25,360 miles",Gas,15 city / 19 highway,,Automatic Transmission,4WD,5.0L V-8 Gas V,"Norwood, MA",Listed 46 days ago,SALEW6EE1P2108050,P2108050,0,3,Clean Title,Personal,1/3/2025
2016 Volvo S80 T5 Drive-E,https://www.truecar.com/used-cars-for-sale/listing/YV140MAK8G1198608/2016-volvo-s80/,Used,"$14,088",Magic Blue Metallic,Off-Black,"54,917 miles",Gas,25 city / 37 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Abington, MA",Listed 99 days ago,YV140MAK8G1198608,29590,0,5,Clean Title,Personal,1/25/2025
2016 Volkswagen Tiguan SE 4MOTION Auto,https://www.truecar.com/used-cars-for-sale/listing/WVGBV7AX4GW610582/2016-volkswagen-tiguan/,Used,"$9,250",Blue,Black,"110,400 miles",Gas,20 city / 26 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Malden, MA",Listed 3 days ago,WVGBV7AX4GW610582,610582,0,2,Clean Title,Personal,2/7/2025
2019 Ford F-150 XLT SuperCrew 5.5' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FTEW1EB1KFC21935/2019-ford-f-150/,Used,"$20,495",Ingot Silver Metallic,Medium Earth Gray,"113,850 miles",Gas,18 city / 23 highway,,Automatic Transmission,4WD,3.3L V-6 Gas V,"Malden, MA",Listed 3 days ago,1FTEW1EB1KFC21935,C21935,0,1,Clean Title,Personal,1/25/2025
2017 Ford Transit Connect Van XL with Rear Symmetrical Doors LWB,https://www.truecar.com/used-cars-for-sale/listing/NM0LS7E76H1337880/2017-ford-transit-connect-van/,Used,"$13,505",Frozen White,Charcoal Black,"77,676 miles",Gas,20 city / 27 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Braintree, MA",Listed 45 days ago,NM0LS7E76H1337880,063,0,3,Clean Title,Personal,1/4/2025
2019 Jeep Grand Cherokee Limited 4WD,https://www.truecar.com/used-cars-for-sale/listing/1C4RJFBG0KC642351/2019-jeep-grand-cherokee/,Used,"$18,995",Granite Crystal Metallic Clearcoat,Black,"67,528 miles",Gas,18 city / 25 highway,,Automatic Transmission,4WD,3.6L V-6 Gas V,"Braintree, MA",Listed 18 days ago,1C4RJFBG0KC642351,055,0,1,Clean Title,Personal,1/31/2025
2023 Toyota bZ4X Limited AWD,https://www.truecar.com/used-cars-for-sale/listing/JTMABABA8PA001704/2023-toyota-bz4x/,Used,"$23,543",Wind Chill Pearl,Light Gray,"23,077 miles",Electric,,222 mi,Automatic Transmission,AWD,L - Electric,"Arlington, MA",Listed 26 days ago,JTMABABA8PA001704,H4B444A,0,1,Clean Title,Personal,1/23/2025
2018 Volvo V60 T5 FWD Dynamic,https://www.truecar.com/used-cars-for-sale/listing/YV140MEL7J2392342/2018-volvo-v60/,Used,"$14,995",Gray,Off-Black,"89,180 miles",Gas,25 city / 36 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Canton, MA",Listed 34 days ago,YV140MEL7J2392342,2406,0,1,Clean Title,Fleet,2/7/2025
2019 Jeep Cherokee Limited 4WD,https://www.truecar.com/used-cars-for-sale/listing/1C4PJMDNXKD180284/2019-jeep-cherokee/,Used,"$12,550",Billet Silver Metallic Clearcoat,Black,"119,399 miles",Gas,19 city / 27 highway,,Automatic Transmission,4WD,2.0L V-4 Gas V,"Malden, MA",Listed 3 days ago,1C4PJMDNXKD180284,180284,0,2,Clean Title,Rental,12/30/2024
2022 Ford Ranger XLT SuperCrew 5' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FTER4FH6NLD01300/2022-ford-ranger/,Used,"$22,500",Shadow Black,Ebony,"96,956 miles",Gas,19 city / 24 highway,,Automatic Transmission,4WD,2.3L Inline-4 Gas Inline,"Abington, MA",Listed 50 days ago,1FTER4FH6NLD01300,29804,0,1,Clean Title,Personal,12/30/2024
2021 Kia Niro EV EX,https://www.truecar.com/used-cars-for-sale/listing/KNDCC3LG9M5102534/2021-kia-niro-ev/,Used,"$15,200",Graphite Gray,Charcoal,"36,043 miles",Electric,,239 mi,Automatic Transmission,FWD,L - Electric,"Norwood, MA",Listed 12 days ago,KNDCC3LG9M5102534,A01392,0,1,Clean Title,Personal,2/6/2025
2014 Ford Escape SE 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FMCU9GX1EUD72984/2014-ford-escape/,Used,"$8,505",Oxford White,Unknown,"68,375 miles",Gas,22 city / 30 highway,,Automatic Transmission,4WD,1.6L Inline-4 Gas Inline,"Braintree, MA",Listed 19 days ago,1FMCU9GX1EUD72984,026,0,2,Clean Title,Personal,1/30/2025
2015 Subaru Forester 2.5i Premium CVT (PZEV),https://www.truecar.com/used-cars-for-sale/listing/JF2SJADCXFH461511/2015-subaru-forester/,Used,"$9,995",Dark Gray Metallic,Gray,"94,168 miles",Gas,24 city / 32 highway,,Automatic Transmission,AWD,2.5L Flat-4 Gas Flat,"Braintree, MA",Listed 24 days ago,JF2SJADCXFH461511,014,0,1,Clean Title,Personal,1/25/2025
2015 Volkswagen e-Golf SEL Premium,https://www.truecar.com/used-cars-for-sale/listing/WVWPP7AU5FW910110/2015-volkswagen-e-golf/,Used,"$9,482",Night Blue Metallic,Unknown,"40,354 miles",Electric,,83 mi,Automatic Transmission,FWD,L - Electric,"Arlington, MA",Listed 20 days ago,WVWPP7AU5FW910110,H5485A,0,3,Clean Title,Fleet,1/29/2025
2014 Dodge Grand Caravan SE 30th Anniversary,https://www.truecar.com/used-cars-for-sale/listing/2C4RDGBG5ER450934/2014-dodge-grand-caravan/,Used,"$6,505",Maximum Steel Metallic Clearcoat,Black,"106,457 miles",Gas,17 city / 25 highway,,Automatic Transmission,FWD,3.6L V-6 Gas V,"Braintree, MA",Listed 104 days ago,2C4RDGBG5ER450934,056,0,2,Clean Title,Personal,1/20/2025
2013 Hyundai Elantra GLS Sedan Automatic,https://www.truecar.com/used-cars-for-sale/listing/5NPDH4AE7DH254907/2013-hyundai-elantra/,Used,"$8,998",Shimmering White,Beige,"43,420 miles",Gas,28 city / 38 highway,,Manual Transmission,FWD,1.8L Inline-4 Gas Inline,"Waltham, MA",Listed 114 days ago,5NPDH4AE7DH254907,null,0,3,Clean Title,Personal,12/26/2024
2019 Jeep Grand Cherokee Altitude 4WD,https://www.truecar.com/used-cars-for-sale/listing/1C4RJFAG8KC545741/2019-jeep-grand-cherokee/,Used,"$17,505",Diamond Black Crystal Pearlcoat,Black,"77,132 miles",Gas,18 city / 25 highway,,Automatic Transmission,4WD,3.6L V-6 Gas V,"Braintree, MA",Listed 3 days ago,1C4RJFAG8KC545741,047,0,2,Clean Title,Personal,1/11/2025
2018 Lexus GX 460 Luxury,https://www.truecar.com/used-cars-for-sale/listing/JTJJM7FX2J5209277/2018-lexus-gx/,Used,"$25,759",Starfire Pearl,Nutmeg,"116,418 miles",Gas,15 city / 18 highway,,Automatic Transmission,4WD,4.6L V-8 Gas V,"Danvers, MA",Listed 3 days ago,JTJJM7FX2J5209277,J5209277,0,2,Clean Title,Personal,12/6/2024
2016 Land Rover Range Rover Sport HSE V6,https://www.truecar.com/used-cars-for-sale/listing/SALWR2PF7GA591303/2016-land-rover-range-rover-sport/,Used,"$17,996",Santorini Black,Black,"72,032 miles",Gas,17 city / 23 highway,,Automatic Transmission,4WD,3.0L V-6 Gas V,"Somerville, MA",Listed 37 days ago,SALWR2PF7GA591303,591303,0,3,Clean Title,Fleet,1/12/2025
2020 Audi A8 Plug-In Hybrid L,https://www.truecar.com/used-cars-for-sale/listing/WAU8HAF86LN009191/2020-audi-a8/,Used,"$39,000",Vesuvius Gray Metallic,Black,"37,121 miles",Plug-In Hybrid,,,Automatic Transmission,AWD,3.0L V-6 Plug-In Hybrid V,"Norwood, MA",Listed 17 days ago,WAU8HAF86LN009191,A00925A,0,2,Clean Title,Personal,2/1/2025
2022 Honda HR-V LX AWD,https://www.truecar.com/used-cars-for-sale/listing/3CZRU6H34NM700017/2022-honda-hr-v/,Used,"$13,997",Crystal Black Pearl,Black,"163,972 miles",Gas,27 city / 31 highway,,Automatic Transmission,AWD,1.8L Inline-4 Gas Inline,"Auburn, MA",Listed 66 days ago,3CZRU6H34NM700017,S250053A,0,1,Clean Title,Personal,1/12/2025
2020 Hyundai Kona Electric Limited,https://www.truecar.com/used-cars-for-sale/listing/KM8K33AG2LU092394/2020-hyundai-kona-electric/,Used,"$15,900",Ultra Black W/Gray Roof,Stone Gray,"38,435 miles",Electric,,258 mi,Automatic Transmission,FWD,L - Electric,"Norwood, MA",Listed 12 days ago,KM8K33AG2LU092394,A01479,0,1,Clean Title,Personal,2/6/2025
2017 Nissan Sentra S CVT,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP8HY408785/2017-nissan-sentra/,Used,"$7,998",Brilliant Silver,Charcoal,"98,710 miles",Gas,29 city / 37 highway,,Automatic Transmission,FWD,1.8L Inline-4 Gas Inline,"Waltham, MA",Listed 9 days ago,3N1AB7AP8HY408785,null,0,3,Clean Title,Fleet,2/9/2025
2019 Chevrolet Colorado Z71 Crew Cab Short Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1GCGTDEN9K1148159/2019-chevrolet-colorado/,Used,"$23,995",Summit White,Jet Black,"39,430 miles",Gas,17 city / 24 highway,,Automatic Transmission,4WD,3.6L V-6 Gas V,"South Weymouth, MA",Listed 2 days ago,1GCGTDEN9K1148159,04296,0,2,Clean Title,Personal,2/16/2025
2012 Jeep Liberty Sport 4WD,https://www.truecar.com/used-cars-for-sale/listing/1C4PJMAK0CW207427/2012-jeep-liberty/,Used,"$7,875",Bright White,Dark Slate Gray Interior,"91,120 miles",Gas,15 city / 21 highway,,Automatic Transmission,4WD,3.7L V-6 Gas V,"Malden, MA",Listed 3 days ago,1C4PJMAK0CW207427,207427,0,5,Clean Title,Personal,1/30/2025
2014 Volkswagen Golf 2.5 with Convenience Package & Sunroof Auto (PZEV),https://www.truecar.com/used-cars-for-sale/listing/WVWDB7AJ5EW010202/2014-volkswagen-golf/,Used,"$7,998",Candy White,Titan Black,"110,303 miles",Gas,23 city / 30 highway,,Automatic Transmission,FWD,2.5L Inline-5 Gas Inline,"Danvers, MA",Listed 10 days ago,WVWDB7AJ5EW010202,EW010202,0,2,Clean Title,Personal,1/5/2025
2022 Hyundai Kona Electric SEL,https://www.truecar.com/used-cars-for-sale/listing/KM8K33AG2NU156971/2022-hyundai-kona-electric/,Used,"$18,488",Galactic Gray,Gray,"25,565 miles",Electric,,258 mi,Automatic Transmission,FWD,L - Electric,"Woburn, MA",Listed 24 days ago,KM8K33AG2NU156971,A01216,0,1,Clean Title,Personal,1/25/2025
2007 Audi A4 2007 Cabrio 3.2L quattro Automatic,https://www.truecar.com/used-cars-for-sale/listing/WAUDH48H37K024915/2007-audi-a4/,Used,"$5,791",Light Silver Metallic,Black,"170,061 miles",Gas,19 city / 27 highway,,Automatic Transmission,AWD,3.2L V-6 Gas V,"Shrewsbury, MA",Listed 140 days ago,WAUDH48H37K024915,C4978A,0,3,Clean Title,Personal,12/27/2024
